name,sorted_name,similar_names
Mel Watkins,mel watkins,['Mary Watkins']
Tim Dowley,dowley tim,['Tim Bowler']
Douglas Connelly,connelly douglas,['']
Richard Rhodes,rhodes richard,"['Richard Bode, Richard Holmes, Richard Erdoes']"
Beatrice Hollyer,beatrice hollyer,['']
Alan Beaulieu,alan beaulieu,['']
Lyle F. Bachman,bachman f. lyle,['']
Helen Vendler,helen vendler,['Helen Keller']
Elisabeth Elliot,elisabeth elliot,['']
Richard Mitchell,mitchell richard,"['Michael Richards, Richard Maschal, Michel Picard, Richard Lischer, Richard Michelson']"
Sheila Waller,sheila waller,['Sheila Walsh']
Mark Burnett,burnett mark,"['Mac Barnett, Mary Buffett']"
Dag Stranneby,dag stranneby,['']
Milton R. Beychok,beychok milton r.,['']
Donald Goines,donald goines,['']
Sara Sheridan,sara sheridan,['']
Rebecca Solnit,rebecca solnit,['Rebecca Skloot']
Jeannine Atkins,atkins jeannine,['']
Thavolia Glymph,glymph thavolia,['']
Margaret Huffadine,huffadine margaret,['']
Steve Sem-Sandberg,sem-sandberg steve,['']
Walter A. Meyer,a. meyer walter,['']
Erma Bombeck,bombeck erma,['']
Philippe Van Rjndt,philippe rjndt van,['']
John J. O'Neil,j. john o'neil,['']
Myrna Culbreath,culbreath myrna,['']
Jude Morgan,jude morgan,['James Morgan']
Matthew Kelly,kelly matthew,"['Matthew Berry, Matthew Derby, Matthew Kenney, Matthew Henry']"
Kenneth C. Laudon,c. kenneth laudon,['']
Jean Baptiste Poquelin Molière,baptiste jean molière poquelin,['']
Natalie Pope Boyce,boyce natalie pope,['']
Sidney Huntington,huntington sidney,['']
Norman Becker,becker norman,['']
Bernadette T. Stankard,bernadette stankard t.,['']
Geoff Hansen,geoff hansen,['']
Kathrine Switzer,kathrine switzer,['']
Anne Tyler,anne tyler,['Janne Teller']
Suzanne Strempek Shea,shea strempek suzanne,['']
Gabrielle Carey,carey gabrielle,['']
Douglas Massey,douglas massey,['Douglas Messerli']
Craig Shaw Gardner,craig gardner shaw,['']
John Rosemond,john rosemond,['']
Ma Yan,ma yan,['Mo Yan']
Eric Metaxas,eric metaxas,['']
Guy Davenport,davenport guy,['']
Wolfgang W. E. Samuel,e. samuel w. wolfgang,['']
Clayton K. S. Chun,chun clayton k. s.,['']
John Locke,john locke,['']
Sir James Hopwood Jeans,hopwood james jeans sir,['']
Austin N. Stevens,austin n. stevens,['']
Kent Haruf,haruf kent,['']
Rosamund Young,rosamund young,['']
Christopher Cerf,cerf christopher,"['Christopher Burke, Christopher Bram, Christopher Beck, Christopher Bird, Ann Christopher, Christopher Betts']"
Catherine Bruzzone,bruzzone catherine,['']
Reg Morrison,morrison reg,['']
Linda P. Case,case linda p.,['']
Steve Cavanagh,cavanagh steve,['']
Alan A. Altshuler,a. alan altshuler,['']
Andre Norton,andre norton,"['Andrew Ortony, Ortony Andrew, Andrew Morton, Andrew Horton']"
Cindi Myers,cindi myers,['']
John Langan,john langan,['']
Richard Ciccone,ciccone richard,['F. Richard Ciccone']
Louise Rafkin,louise rafkin,['Louise Rankin']
Ken Wilber,ken wilber,['Ken Walker']
Ben Weaver,ben weaver,['']
Michael Parenti,michael parenti,['']
Marguerite Porter Davison,davison marguerite porter,['']
Moliere,moliere,['Molière']
Simon Chapman,chapman simon,"['Simon Chan, Simon Schama']"
Isabel Colegate,colegate isabel,['']
Edward S. Bennett,bennett edward s.,['']
Antonia Lofaso,antonia lofaso,['']
Jane Solomon,jane solomon,['Jane Solmson']
Jim Schutze,jim schutze,['']
Ellie Kay,ellie kay,['']
Shoba Narayan,narayan shoba,['']
Richard Chase,chase richard,"['Richard Castle, Richard Flaste, Richard Hall, Richard House, Richard Neave, Richard Hauser, Richard Cole']"
Osip Mandelstam,mandelstam osip,['']
Muriel Gray,gray muriel,['']
Institute of Classical Architecture and Classical America,america and architecture classical classical institute of,['']
Tim Pat Coogan,coogan pat tim,['']
Jenna Moreci,jenna moreci,['']
Nancy Ellen Abrams,abrams ellen nancy,['']
Norman Maclean,maclean norman,['Norman Mailer']
Stephen Cherniske,cherniske stephen,['Stephen Charnock']
Steven Rowley,rowley steven,['']
Gena Showalter,gena showalter,['']
William R. Newman,newman r. william,"['William F. Allman, William G. Dean']"
Jack Ridl,jack ridl,['']
Saint John Chrysostom,chrysostom john saint,['']
David Birch,birch david,"['David Bird, David Bach']"
"Hebert, Mike","hebert, mike",['']
Verna Allee,allee verna,['']
Richard Bode,bode richard,"['Richard Gold, Richard Brown, Richard Joyce, Richard Moe, Richard Boyer, Richard Eyre, Richard Cohen, Richard Moore, Richard Baker, Richard Noll, Richard Koch, Richard Rhodes, Richard Cook, Richard Polt, Richard Brody, Richard House, Richard Lowe, Richard Bach, Richard Ford, Richard Cole, Richard Hogg']"
Jim Ware,jim ware,['']
Kathy Peterson,kathy peterson,['']
T. A. Barron,a. barron t.,['D. A. Carson']
Peter Smithurst,peter smithurst,['']
Marion Moore Hill,hill marion moore,['']
Ken Bain,bain ken,['']
Todd Temple,temple todd,['']
Andrea Lages,andrea lages,"['Andrew Lane, Andrew Laties, Andrea Cagan, Andrew Eames']"
Julian (of Norwich),(of julian norwich),['']
Mark Yakich,mark yakich,['']
Jinny S. Ditzler,ditzler jinny s.,['']
Nancy Schoenberger,nancy schoenberger,['']
Dave Gross,dave gross,"['Dave Grossman, Dave Grohl']"
David Manuel,david manuel,"['David Lane, David Mamet, Saul David, David Marusek, David Magee']"
Emmanuel Viale,emmanuel viale,['']
Carol Frost,carol frost,['']
Ian Heath,heath ian,['']
Charles B. Guignon,b. charles guignon,['']
Dick Riley,dick riley,['']
Lora Shaner,lora shaner,['']
Leo Thorsness,leo thorsness,['']
John Caldwell Holt,caldwell holt john,['']
Lois Tyson,lois tyson,['']
S. M. Plokhy,m. plokhy s.,['']
M. Cunningham,cunningham m.,['Una Cunningham']
Remy Charlip,charlip remy,['']
Rainer Erkens,erkens rainer,['']
Irving Gottlieb,gottlieb irving,['']
Bernard D'espagnat,bernard d'espagnat,['']
Douglas C. Dildy,c. dildy douglas,['David C. Douglas']
Dant︠s︡ik Sergeevich Baldaev,baldaev dant︠s︡ik sergeevich,['']
Lisa Brown Caveney,brown caveney lisa,['']
Ernest Dempsey,dempsey ernest,['']
Riley Sager,riley sager,['Sandra Riley']
Phillip Margolin,margolin phillip,['Philippe Margotin']
Herbert M. Shelton,herbert m. shelton,['']
Bruce Wagner,bruce wagner,['']
Joan Samson,joan samson,['Jean Sasson']
Andrew Knight,andrew knight,"['Andrew Wright, Andrew Keith']"
Amanda McCabe,amanda mccabe,['']
Louis Gottschalk,gottschalk louis,['']
John Anthony Crook,anthony crook john,"['John Anthony Burrow, John Anthony Cuddon']"
Murray Dropkin,dropkin murray,['']
Ruth Needleman,needleman ruth,['']
Jim Davis,davis jim,['Jim Gavin']
Norma Smalley,norma smalley,['']
Patrick Thean,patrick thean,"['Patrick Ryan, Patrick Regan']"
Chad Gracia,chad gracia,['']
Nicholas Blake,blake nicholas,"['Nicholas Gage, Jane Nicholas, Nicholas Clapp, Nicholas Lore']"
Denise Swanson,denise swanson,['Denise Watson']
Bethine C. Church,bethine c. church,['']
Kathleen Burk,burk kathleen,['']
Paul Kennedy,kennedy paul,['Paul Kearney']
Hank Searls,hank searls,['']
Edward Gibbon,edward gibbon,['']
Bob Forsch,bob forsch,['']
Christopher Bird,bird christopher,"['Christiane Bird, Christopher Breward, Christopher Burke, Christopher Bram, Christopher Batio, Christopher Brown, Christopher Bernard, Christopher Beck, Christopher Cerf, Ann Christopher, Christopher Betts']"
Thich Nhat Hanh,hanh nhat thich,['']
Pip Coburn,coburn pip,['']
Kate Blaise,blaise kate,['']
J. Spencer Fluhman,fluhman j. spencer,['']
Toby Dodge,dodge toby,['']
Carroll Smith-Rosenberg,carroll smith-rosenberg,['']
Jing Qing,jing qing,['']
Robert Masello,masello robert,['Robert Gallo']
Elden Auker,auker elden,['']
Karen Armstrong,armstrong karen,"['Tracey Armstrong, Kelley Armstrong']"
John R. Zaller,john r. zaller,"['John R. Walker, Zaller John R']"
Jawanza Kunjufu,jawanza kunjufu,['']
Sen-Maw Kuo,kuo sen-maw,['']
Duncan Steel,duncan steel,['']
Marion Haslam,haslam marion,['']
Richard Ellis,ellis richard,"['Richard Blair, Richard Ekins, Richard Hollis, Richard Lewis, Richard Evans, Richard Allen']"
Joyce Lee Wong,joyce lee wong,['']
Elizabeth Knox,elizabeth knox,"['Elizabeth Wood, Elizabeth Moon, Elizabeth Root, Elizabeth King']"
Ellen Miles,ellen miles,['Eileen Myles']
Susanne Heim,heim susanne,['Joanne Heim']
Rebecca Zamolo,rebecca zamolo,['']
Simon French,french simon,['']
Joseph Pine,joseph pine,"['Joseph Pérez, B. Joseph Pine']"
Ian Gray,gray ian,['']
Ross Bentley,bentley ross,['Todd Bentley']
Laurie Sue Brockway,brockway laurie sue,['']
Ian Small,ian small,['']
David L. Rowe,david l. rowe,"['David L. Wolfe, David R. Ross']"
Stanton A. Glantz,a. glantz stanton,['']
Danielle Dreilinger,danielle dreilinger,['']
Debra Barracca,barracca debra,['']
Regina Scott,regina scott,['Megan Scott']
Jody Hedlund,hedlund jody,['']
Stephen Quirke,quirke stephen,['Stephen Clarke']
Dr. Helen Morrison,dr. helen morrison,['']
Lewis Hill,hill lewis,"['Bil Lewis, Hilda Lewis']"
Philip R. Craig,craig philip r.,['Philip Craig']
Kay Nielsen,kay nielsen,['']
Professor of Zoology Edward O Moll,edward moll o of professor zoology,['']
Thomas J. Dilorenzo,dilorenzo j. thomas,['']
Barry Hughes,barry hughes,"['Barry Hines, Barry Hughart, Barbara Hughes']"
J. H. H. Weiler,h. h. j. weiler,['Weiler J. H. H.']
Joanna Weaver,joanna weaver,['']
Federica D'Orazio,d'orazio federica,['']
Judy B. Gilbert,b. gilbert judy,['']
Pat McCarthy,mccarthy pat,"['Wil McCarthy, Tim McCarthy, Paul McCarthy']"
M. Elaine Mar,elaine m. mar,['']
John R. Lott,john lott r.,"['John R. Little, John R. Lee']"
Pete De Lacy,de lacy pete,['']
Duane S. Crowther,crowther duane s.,['']
Wolfgang Muller-Friedt,muller-friedt wolfgang,['']
Catherine Schmidt-Jones,catherine schmidt-jones,['']
Thomas Lux,lux thomas,['']
Reza Aslan,aslan reza,['']
Stuart R. Hameroff,hameroff r. stuart,['']
Anatole France,anatole france,['']
Eliot Wigginton,eliot wigginton,['']
Susan Butler,butler susan,"['Susan Fowler, Susan Miller']"
Monica McGoldrick,mcgoldrick monica,['']
Carl Hoffman,carl hoffman,['']
Jane Ellen Smith,ellen jane smith,['Janet Elaine Smith']
Bill Fulton,bill fulton,"['Bill Burton, Bill Hylton, Bill Gunston']"
Kerrigan Byrne,byrne kerrigan,['']
William Langewiesche,langewiesche william,['']
Christine Lomas-Francis,christine lomas-francis,['']
Natalia Ginzburg,ginzburg natalia,['']
Mark o'Donnell,mark o'donnell,"[""Mark O'Connell""]"
Lawrence James,james lawrence,"['Lawrence Ganem, Gale Lawrence']"
Michael Harrison,harrison michael,"['Rachel Harrison, Michael Atkinson, Michael Kerrisk, Michael Horton, Michael Dorris, Michelle Harrison, Michael Harrington, Michael Larsen, Michael Ferguson, Michael Hutchison']"
Kenneth Roberts,kenneth roberts,['Keith Roberts']
Cleveland Sellers,cleveland sellers,['']
Charles William Eliot Professor John B Willett,b charles eliot john professor willett william,['']
Margaret Mahy,mahy margaret,['Margaret Embry']
Carol Gaskin,carol gaskin,['Carol Easton']
Claire Frèches-Thory,claire frèches-thory,['']
Bob Dylan,bob dylan,['']
Ralph F. Stearley,f. ralph stearley,['']
"Lexi-Comp, Inc","inc lexi-comp,",['']
Neil Cross,cross neil,['']
Gilbert R. Mason,gilbert mason r.,['']
Pierre L. Horn,horn l. pierre,['']
Fred H. Lybrand,fred h. lybrand,['']
Julius Caesar,caesar julius,['']
David Ernest Roessel,david ernest roessel,['']
P. Hansbo,hansbo p.,['']
Dean Ornish,dean ornish,['']
Bert Hellinger,bert hellinger,['']
W. P. Kinsella,kinsella p. w.,['']
Makarand Hastak,hastak makarand,['']
Raphael Patai,patai raphael,['']
Andrew Laties,andrew laties,"['Andrew Lane, Andrea Lages, Andrew Eames']"
Jim O'Connor,jim o'connor,"[""Jane O'Connor, Joey O'Connor, Mike O'Connor""]"
Mr. Boston,boston mr.,['']
Donald J. Kagay,donald j. kagay,['']
Mary Ellen Snodgrass,ellen mary snodgrass,['']
Anne Enright,anne enright,['']
Isobel A. H. Combes,a. combes h. isobel,['']
Francesco Giacomo Tricomi,francesco giacomo tricomi,['']
David Doubilet,david doubilet,['']
Francis D. K. Ching,ching d. francis k.,['']
Diane R. Gehart,diane gehart r.,['']
William H. Willimon,h. william willimon,['William J. Wilson']
Hugh Prather,hugh prather,['']
Cody Lindley,cody lindley,['']
John Heath,heath john,['John Head']
Bill Myers,bill myers,"['Bill Moyers, Bill Moyer']"
James Frank Dobie,dobie frank james,['J. Frank Dobie']
Stephen Erickson,erickson stephen,"['Steven Erikson, Stephen Prickett, Steve Erickson']"
Jacqueline Briggs Martin,briggs jacqueline martin,['']
John Patience,john patience,['John Lawrence']
James Reasoner,james reasoner,"['James Reapsome, Charles Reasoner']"
William M. Goble,goble m. william,['']
Martin J. Smith,j. martin smith,['Martin Cruz Smith']
Väinö Linna,linna väinö,['']
Jennifer Coates,coates jennifer,['Jennifer Colt']
Janet Campbell Hale,campbell hale janet,['']
Susan Heuck Allen,allen heuck susan,['']
Hugh Ross,hugh ross,['']
Nicole Mabry,mabry nicole,['Nicole Baart']
Ronald M. Brooks,brooks m. ronald,['']
Nicholas Perricone,nicholas perricone,"['Nicholas Perricone, MD']"
Helen-Aurelia Smith,helen-aurelia smith,['']
Mordecai Richler,mordecai richler,['']
Lillian Roth,lillian roth,"['Lillian Smith, Lillian Too']"
Michael R. Lindeburg,lindeburg michael r.,['']
Barbour Publishing,barbour publishing,['Inc. Barbour Publishing']
Stanley C. Sargent,c. sargent stanley,['']
Howard Frederic Vos,frederic howard vos,['']
Dan Breen,breen dan,"['Dan Brown, Dan Brewer']"
Akira Yoshimura,akira yoshimura,['Akira Yoshida']
Charles McCarry,charles mccarry,['']
Peter B. Williams,b. peter williams,"['William F. Pepper, Peter Williams, Vera B. Williams, Pete Williams, William B. Breuer']"
Gaston Bachelard,bachelard gaston,['']
Tim Woods,tim woods,['']
Steve Yeowell,steve yeowell,['']
Margaret MacMillan,macmillan margaret,['']
Frank Norris,frank norris,"['Jack Norris, Frances Norris']"
Luis Minero,luis minero,['']
Tom Willard,tom willard,['Tom Williams']
Christina McVey,christina mcvey,['']
R. J. Overy,j. overy r.,['']
Melissa de la Cruz,cruz de la melissa,['']
S. Kasif,kasif s.,['']
Petie Kladstrup,kladstrup petie,['']
Ruth Stout,ruth stout,['']
Zhou Zhuang,zhou zhuang,['']
Leslie Goldman,goldman leslie,['Lee Goldman']
Susan Stevens Crummel,crummel stevens susan,['']
Ramiro Garza Rios,garza ramiro rios,['']
Aaron Coe,aaron coe,['']
Nadine Crenshaw,crenshaw nadine,['']
Susan P. Homan,homan p. susan,['']
Crystal V. Rhodes,crystal rhodes v.,['']
Alexander Cruden,alexander cruden,"['Alexander Heidel, Alexander Frater, Alexander Lowen, Alexander Elder, Bruce Alexander, Alexander Kluge, Alexander Chee']"
Ken Samelson,ken samelson,['']
Trudie M. Eklund,eklund m. trudie,['']
Steve Henkel,henkel steve,['']
Barbara Kantrowitz,barbara kantrowitz,['']
Iain H. Murray,h. iain murray,['']
Michelle Anthony,anthony michelle,"['Michelle Hanson, Michael Anthony, Anthony Minghella']"
Lucile C Moore,c lucile moore,['']
Sally Engle Merry,engle merry sally,['']
Steven Gaines,gaines steven,"['Steven Naifeh, Stephen Haines, Steven S. Gaines, Steven Barnes, Steven Garber, Steven Heine']"
Bob Page,bob page,['Bob Kane']
Lawrence G. McMillan,g. lawrence mcmillan,['']
Jill Condra,condra jill,['']
Jackie DeAngelis,deangelis jackie,['']
Jessica R. Burdman,burdman jessica r.,['']
Stephanie Calmenson,calmenson stephanie,['']
Frederick Downs Jr.,downs frederick jr.,['']
H. A. Rey,a. h. rey,['']
William St Clair,clair st william,"['William S. Clark, William St. Clair']"
Henepola Gunaratana,gunaratana henepola,['']
Crawford Harriet,crawford harriet,"['Harriet Crawford, Marisa Crawford, Marion Crawford']"
Mireille Ribière,mireille ribière,['']
Orin Starn,orin starn,['']
Jean-Paul Sartre,jean-paul sartre,['']
Linda S Williams,linda s williams,"['Lisa Williams, Belinda Williams, Linda Williams, Lena Williams']"
Virginia DeBerry,deberry virginia,['']
Jeff Silverman,jeff silverman,['']
Steve W Lemke,lemke steve w,['']
Hector Levesque,hector levesque,['']
Ian Ginson,ginson ian,['']
Sara Craven,craven sara,['Sarah Graves']
Akira Tsumura,akira tsumura,['']
Jim Zwick,jim zwick,['']
Sonia Hartl,hartl sonia,['']
Burton V. Barnes,barnes burton v.,['']
Linda Gaylard,gaylard linda,['Linda Hayward']
Susanne K. George,george k. susanne,['']
Frank Addleman,addleman frank,['']
Jerry Jones,jerry jones,['Gerard Jones']
Estrelda Alexander,alexander estrelda,['']
Scott Burns,burns scott,['']
Roger Burrows,burrows roger,['']
Ralph E. Hanson,e. hanson ralph,['Ralph E.. Johnson']
Catherine Soanes,catherine soanes,"['Catherine Wanek, Catherine Jinks, Catherine Doyle, Catherine Rodgers, Catherine Ponder, Catherine Spangler, Catherine Mann']"
Charles M Russell,charles m russell,['']
Robert K Wilcox,k robert wilcox,"['Robert A. Wilson, Robert  Wilcox']"
Ghālib,ghālib,['']
Daryl Kulak,daryl kulak,['']
Jose Marti,jose marti,['']
Linda Lee,lee linda,['Linda Keen']
Mary Jane Carr,carr jane mary,"['Mary C. Jane, Mary Jayne Baker, Mary Jane Clark']"
Simon R. Green,green r. simon,['Simon Green']
Randi Blaun,blaun randi,['']
Eloise Greenfield,eloise greenfield,['']
Daniel M. Petrocelli,daniel m. petrocelli,['']
William Carl Placher,carl placher william,['']
Hugh Walpole,hugh walpole,['']
Stanley Ralph Ross,ralph ross stanley,['']
Flora Fraser,flora fraser,['']
David Lindsey,david lindsey,"['David Lindsay, Lindsey Davis, David Lipsky']"
Bart Nagel,bart nagel,['']
Samuel Pepys,pepys samuel,['']
Joyce Rupp,joyce rupp,['']
Harold Livingston,harold livingston,['Harold Linton']
Grant Foreman,foreman grant,['']
Arthur L. Caplan,arthur caplan l.,['']
Josh MacPhee,josh macphee,['John McPhee']
John Muir,john muir,"['John Weir, John Mutz']"
Kevin Behan,behan kevin,['Kevin Behr']
Ann Cook,ann cook,['Ann Hood']
Donald Palmer,donald palmer,['Donald Miller']
Nicholas A. Basbanes,a. basbanes nicholas,['']
Sir Alan Parker,alan parker sir,['']
Rachel Kimerling,kimerling rachel,['']
Charles Burns,burns charles,"['Charles Birch, Charles Burck']"
David Wolfe,david wolfe,"['David L. Wolfe, David Holmes, David A. Wolfe, David Walker']"
Hayward Nishioka,hayward nishioka,['']
John Canfield Ewers,canfield ewers john,['']
Charles Haddon Spurgeon,charles haddon spurgeon,['Charles H. Spurgeon']
Andrew N. Sparks,andrew n. sparks,['']
Jean-Jacques Laffont,jean-jacques laffont,['']
Embracing the Rainbow,embracing rainbow the,['']
Kimberla Lawson Roby,kimberla lawson roby,['']
Loet Velmans,loet velmans,['']
Danny Thomas,danny thomas,"['Anna Thomas, Thomas Mann, David Thomas, Thomas Dunne, Thomas Payne, Thomas Hardy, Gary Thomas, Thomas Paine, Thomas Hanna']"
Johanna Spyri,johanna spyri,['']
Lee Martin McDonald,lee martin mcdonald,['']
Edward A. Cope,a. cope edward,['']
David Ritz,david ritz,"['David Kitz, David Getz']"
Franz Kafka,franz kafka,['']
David Crowder,crowder david,"['David Browne, David A. Crowder, David Carder, David Bowker']"
Deirdre N. McCloskey,deirdre mccloskey n.,['']
Peter Veres,peter veres,['Peter Vergo']
Ruth Winter,ruth winter,['']
Meryl Doney,doney meryl,['']
Brunella Notarmarco Dutton,brunella dutton notarmarco,['']
Camille Bacon-Smith,bacon-smith camille,['']
Randall Ingermanson,ingermanson randall,['']
Gary Paul Nabhan,gary nabhan paul,['']
Maxim Jakubowski,jakubowski maxim,['']
Alvin Halpern,alvin halpern,['']
Roman Dirge,dirge roman,['']
