Title,authors
"Blade of the Immortal, Vol. 14: Last Blood",['Hiroaki Samura']
Dream Brother: The Lives and Music of Jeff and Tim Buckley,['David Browne']
Tituba of Salem Village,['Ann Petry']
Breaking All the Rules,['Gallup Organization']
Tripwire,['Lee Child']
Recipes: American Cooking (Foods of the World),['Santha Rama Rau']
This is the life,['Alex Shearer']
Hot On Ice,['Nora Roberts']
Emergency,['Neil Strauss']
Introduction to existentialism (Phoenix books),"['Marjorie Grene', 'Marjorie Glicksman Grene']"
When Smart People Fail: Rebuilding Yourself for Success,"['Carole Hyatt', 'Linda Gottlieb']"
Word For Word,['Kory Stamper']
Flight (EXPERIENCE),"['Jeff Van West', 'Kevin Lane-Cummings']"
Designing Cities: Critical Readings in Urban Design,['Alexander R. Cuthbert']
Buck Fever: A Blanco County Texas Novel,['Ben Rehder']
First Ladies,['Margaret Truman']
"Wraith Squadron (Star Wars: X-Wing Series, Book 5)",['Aaron Allston']
How to Write and Sell Your First Novel,"['Oscar Collier', 'Frances Spatz Leighton']"
World War II,['Antony Beevor']
Timothy goes to school,['Rosemary Wells']
There Is A Season: A Memoir,['Patrick Lane']
The Note: A Story of Second Chances,['Angela Hunt']
Si te dicen que cai (Biblioteca breve ; 398 : Novela) (Spanish Edition),['R. J. Palacio']
Borobudur,['John Miksic']
Dead In The Dirt,['Charlaine Harris']
Complete Book of Scriptwriting,['J. Michael Straczynski']
"Babe Ruth's own book of baseball,","['George Herman Ruth', 'Babe Ruth']"
The happy hippopotami,['Bill Martin']
"Surrender (Cedar Point Series, Book 1)",['Anne Mallory']
The Complete How to Speak Southern,['Steve Mitchell']
The Italian Secretary: a Further Adventure of Sherlock Holmes,['Caleb Carr']
Friends Like These (The Circle of Friends Series),['Maeve Binchy']
Errors In English and Ways to Correct Them,['Harry Shaw']
The Mystery of the Yellow Room,['Gaston Leroux']
About Anarchism,['Nicolas Walter']
The Laughing Policeman,"['Maj Sjowall', 'Maj Sjöwall', 'Per Wahloo', 'Per Wahlöö']"
Idealism and Freedom: Essays on Kant's Theoretical and Practical Philosophy,"['Henry E. Allison', 'Professor Henry E Allison']"
WHITE DOG,['Romain Gary']
The Concise Bible Commentary,['David S. Dockery']
Farm Animals (Balloon),['Jerdine Nolen']
Girls of Summer,['Nancy Thayer']
River of Eden,['Richard Dawkins']
"Cutting Edge: Technology, Information Capitalism and Social Revolution","['Jim Davis', 'Thomas A. Hirschl', 'Michael Stack']"
A Subtreasury of American Humor,"['Elwyn Brooks White', 'Katharine Sergeant Angell White']"
Queen,['Catherine Gilbert Murdock']
One Hundred Poems From The Japanese,['Kenneth Rexroth']
Stuart Little,['E. B. White']
Our Hands Are Stained with Blood,"['Michael L. Brown, PhD']"
The Third Part of King Henry VI (The New Cambridge Shakespeare) (Pt.3),"['George Watson', 'J. D. Pickles', 'Ian R. Willison']"
30 Days To Understanding What Christians Believe In 15 Minutes A Day Expanded Edition,['Max Anders']
Painting by Numbers: Komar and Melamid's Scientific Guide to Art,"['Vitaly Komar', 'Aleksandr Melamid', 'JoAnn Wypijewski']"
"Sea of Mud: The Retreat of the Mexican Army After San Jacinto, an Archeological Investigation",['Gregg J. Dimmick']
Principles of Physics,"['Hafez A . Radi', 'John O Rasmussen']"
A treatise on cosmic fire,['Alice A. Bailey']
"Hello, It's Me (Warner Forever)",['Wendy Markham']
Microscopic Simulation of Financial Markets: From Investor Behavior to Market Phenomena,"['Haim Levy', 'Moshe Levy', 'Sorin Solomon']"
Azteca,['Gary Jennings']
A Pocket for Corduroy,['Don Freeman']
Eleanor of Aquitaine and The Four kings,['Amy Kelly']
THE HOUSE ON THE BORDERLAND,"['William Hope Hodgson', 'Mike Ashley']"
The Moral Compass of the American Lawyer,"['Richard A. Zitrin', 'Carol M. Langford']"
"Little Lamb, Who Made Thee?: A Book about Children and Parents",['Walter Wangerin']
Building an Igloo,['Ulli Steltzer']
Applied Optimal Estimation,['The Analytic Sciences Corporation']
Encyclopedia of Bilingualism and Bilingual Education,"['Colin Baker', 'Sylvia Prys Jones']"
Encyclopedia of Wicca & Witchcraft,['Raven Grimassi']
Friends in Need: Circle of Friends (The Circle of Friends Series),['Maeve Binchy']
"I Know You Really Love Me: A Psychiatrist's Journal of Erotomania, Stalking, and Obsessive Love",['Doreen Orion']
A Long Short War: The Postponed Liberation of Iraq,['Christopher Hitchens']
Chocolate For A Teen's Soul: Life-changing Stories For Young Women About Growing Wise And Growing Strong,['Kay Allenbaugh']
The Ultimate Guide To Weight Training For Volleyball (Ultimate Guide to Weight Training: Volleyball),['Robert G. Price']
"The Challenge to Power: Money, Investing And Democracy",['John C. Harrington']
The Alchemist to Mercury: An Alternate Opus: Uncollected Poems 1960-1980,"['Douglas Messerli', 'Mac Wellman']"
Shakespeare: A Popular Life,['Samuel Schoenbaum']
"Sgt. York: His Life, Legend & Legacy: The Remarkable Untold Story of Sgt. Alvin C. York",['John Perry']
The Complete Poems,['Anne Sexton']
Ordeal of Samar 1ST Edition,['Stuart Creighton Miller']
Mr. Putter & Tabby Pour the Tea,['Cynthia Rylant']
The life and work of Sigmund Freud,['Ernest Jones']
Swimming Pool Sunday,"['Sophie Kinsella', 'Madeleine Wickham']"
Christians Among the Virtues: Theological Conversations Modern Ethics,"['Stanley Hauerwas', 'Charles Robert Pinches']"
Uncle Dynamite,['P. G. Wodehouse']
"A World of Hurt (Starfist, Book 10)","['David Sherman', 'Dan Cragg']"
Frank Zappa: The Negative Dialectics of Poodle Play,['Ben Watson']
"Speak to My Heart, God: For Every Need, for Every Moment. . .",['Kay Arthur']
Modern Control Engineering (4th Edition),['Katsuhiko Ogata']
God's plan and the overcomers,['Watchman Nee']
Double Dippin',['Allison Hobbs']
St. Ephrem the Syrian: Hymns On Paradise,['Saint Ephraem (Syrus)']
Time of the Assassins,['Henry Miller']
The Complete Idiot's Guide to Reincarnation,"['David Hammerman', 'Lisa Lenard']"
Becoming A Pioneer Of Success: God's Plan to Help You Win in Life and In Business,['Tracey Armstrong']
The Ultimate Kauai Guidebook,"['Andrew Doughty', 'Harriett Friedman']"
"Luke: The Preacher's Commentary, Vol. 26",['Bruce Larson']
Lessons for Emu from the History of Monetary Unions,"['Michael D. Bordo', 'Lars Jonung']"
God's Armor Bearer Book II,['Terry Nance']
Forgiveness: Making Peace with the Past (Lifeguide Bible Studies),['Douglas Connelly']
The Times Concise Atlas of World History,['Geoffrey Barraclough']
The Mind's Eye,['Oliver Sacks']
Economic and Social History of Medieval Europe (A Harvest Book),['Henri Pirenne']
When Comes the Spring (Canadian West #2),['Janette Oke']
"Giving up the Gun : Japan's Reversion to the Sword, 1543-1879",['Noel Perrin']
Michael Crichton : Three Complete Novels: The Andromeda Strain; The Terminal Man; The Great Train Robbery,['Michael Crichton']
Conduct Unbecoming,['Randy Shilts']
27 Men Out: Baseball's Perfect Games,['Michael Coffey']
Something Fishy,['Barbara Parks']
A Promise is a Promise,"['Robert N. Munsch', 'Holly Harris', 'Michael Kusugak']"
Ghostly Lights Return (Haunted Lights),['Lydia Millet']
Today and Tomorrow,['Rachel Lynn Solomon']
Firebird (Signet),['Jim Schild']
Children of the End,['Mark A. Clements']
A Sand County Almanac,['Aldo Leopold']
The Window.,['Amelia Brunskill']
"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",['Adrian Plass']
A Wanted Man,['Lee Child']
Laddie: A True Blue Story,['Gene Stratton-Porter']
Sunday Morning: The Novel,['Alan Sillitoe']
The First Year,['Heidi Murkoff']
"D. H. Lawrence and Italy: Twilight in Italy, Sea and Sardinia, Etruscan Places",['D. H. Lawrence']
Essential Concepts for Healthy Living,"['Jeff Housman', 'Mary Odum']"
Twelfth Day of July (Puffin Teenage Fiction),['Joan Lingard']
The Storm Lord,['Tanith Lee']
Adobe(R) Photoshop(R) 6.0 Studio Techniques,['Ben Willmore']
Truxton King: A Story of Graustark,['George Barr McCutcheon']
"A Fierce Discontent : The Rise and Fall of the Progressive Movement in America, 1870-1920",['Michael E. McGerr']
Life with Father,['Clarence Day']
Seven Kisses in a Row (Charlotte Zolotow Books),['Patricia MacLachlan']
Elementary Probability Theory,['K. L. Chung']
Macintosh Human Interface Guidelines,"['Apple Computer, Inc']"
The Assertive Woman,"['Stanlee Phelps', 'Nancy Austin']"
all Alone,['Kevin Henkes']
The Colour of Memory,['Geoff Dyer']
MOBY DICK or THE WHALE,['H. Melville']
MATIGARI (African Writers Series),['Ngugi wa Thiongo']
"Daily Geography Practice, Grade 1",['Evan-Moor Educational Publishers']
The Vascular Plants of Iowa: An Annotated Checklist and Natural History (A Bur Oak Original),"['Lawrence J. Eilers', 'Dean M. Roosa']"
"Driver Ed in a Box, the Textbook",['Caroline B. Cooney']
"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",['Jerome Armstrong']
Only the Lover Sings: Art and Contemplation,['Josef Pieper']
"ZOIDS: Chaotic Century, Vol. 1",['Michiro Ueyama']
Douglas House,['Louise Douglas']
New Developments in the Theory of Knots (Advanced Series in Mathematical Physics),['Toshitake Kohno']
The Two-Pound Tram,['William Newton']
Omnivores: A Novel,['Lydia Millet']
No Strings Attached,['Millie Criswell']
God's Word For You (CD Series),['Timothy Keller']
Can't Get Enough (Harlequin Blaze),['Sarah Mayberry']
Crazy legs McBain,['Joe Archibald']
Neuromancer,['William Gibson']
One Hour,['Claudia Lucero']
Hostage to History: Cyprus from the Ottomans to Kissinger,['Christopher Hitchens']
The Warrior's Game,['Jennifer A. Nielsen']
The Assassination of Marilyn Monroe: Unabridged,"['Jay Margolis', 'Richard Buskin']"
The World of Vermeer,"['Hans Koning', 'Johannes Vermeer']"
Transformation Soup: Healing for the Splendidly Imperfect,['Sark']
The Gingerbread Book,['Helen Oyeyemi']
"Charles Dickens,: His tragedy and triumph",['Edgar Johnson']
Los Chistes Favoritos de los Nios OCHO (Spanish Edition),['R. J. Palacio']
The Fire Within,"[""Chris D'Lacey""]"
"Lake Peipus 1242: Battle of the Ice (Osprey Military Campaign Series, #46)",['David Nicolle']
Science Fiction: A Historical Anthology (Galaxy Books),['Eric S. Rabkin']
Confessions of a Male Nurse,['Michael Alexander']
In the Deep Midwinter: A Novel,['Julia Spencer-Fleming']
And Then They Were Nuns: A Novel,['Jane Christmas']
"Shadowdale (Forgotten Realms: Avatar Trilogy, Book One)",['Scott Ciencin']
SoulShaping,['Jeff Brown']
Not a Little Monkey,['Eileen Christelow']
Handbook of Parallel Computing and Statistics (Statistics: A Series of Textbooks and Monographs),['Erricos John Kontoghiorghes']
Benediction,['Kent Haruf']
PHILOSOPHY OF LANGUAGE,['William G. Lycan']
The Walls Came Tumbling Down,['Ralph David Abernathy']
The Cross: God's Way of Salvation,['Martyn Lloyd-Jones']
Handbook of Environmental Engineering Calculations,"['C. C. Lee', 'Shun Dar Lin']"
Eat Mangoes Naked: Finding Pleasure Everywhere (and dancing with the Pits),['SARK']
Robinson Crusoe (Wordsworth Hardback Library),['Daniel Defoe']
When adoption fails,['Gabrielle Glaser']
The Left Behind Collection I boxed set: Vol. 1-4 (Vols 1-4),"['Tim F. LaHaye', 'Jerry B. Jenkins']"
The Journal Of Callie Wade,['Dawn Miller']
True Blue,['David Baldacci']
Bachelors Anonymous,['Pelham Grenville Wodehouse']
Lydia Cassatt Reading the Morning Paper,['Harriet Scott Chessman']
Golden Surrender,['Heather Graham']
The 4th King,['Ted Sieger']
"The Unwilling Bride (Brothers-in-Arms, Book 3) (Harlequin Super Historical Romance)",['Margaret Moore']
Hold 'em Poker,"['David Sklansky', 'Mason Malmuth']"
"Last night when we were young,","['Harold Meyerson', 'Ernest Harburg']"
Treasury of American Horror Stories,"['Frank D. McSherry', 'Charles G. Waugh', 'Martin Harry Greenberg']"
Judgment & Justification In Early Judaism And The Apostle Paul,['Joseph Finder']
Murder on Mulberry Bend (Gaslight Mystery),['Victoria Thompson']
Fair Fatality,['Catherine Lloyd']
A Deadly Shade of Gold,['John D. MacDonald']
The Thief Who Couldn't Sleep,['Lawrence Block']
"Indestructible Truth: The Living Spirituality of Tibetan Buddhism (World of Tibetan Buddhism, Vol. 1)",['Reginald A. Ray']
The Beckoning Fair One,['Oliver Onions']
Lesson of the Harvest,['Blanca Lopez De Mariscal']
Lady Knight (Lady Trilogy),['Tamora Pierce']
The Measure of God: Our Century-Long Struggle to Reconcile Science & Religion,['Larry Witham']
Bedtime Stories for Women,['Nancy Madore']
Delights of the Garden,['Imar Hutchins']
The Left Behind Collection II boxed set: Vol. 5-8 (Vols 5-8),"['Tim F. LaHaye', 'Jerry B. Jenkins']"
The Religion of Jesus the Jew,['Géza Vermès']
Arrows of Rain,['Okey Ndibe']
Know And Tell The Gospel: A Down-to-Earth Guide to Sharing Your Faith,['John Chapman']
Chinese Cook Book,['Ken Hom']
This Is Not About You,['Sara Eckel']
Peanuts Treasury,['Charles Monroe Schulz']
A New Leaf,"['Thomas Kinkade', 'Katherine Spencer']"
The Star of Redemption (Modern Jewish Philosophy and Religion),"['Franz Rosenzweig', 'Barbara E. Galli']"
Judgement in Stone,['Ruth Rendell']
Social Support Measurement and Intervention: A Guide for Health and Social Scientists,"['Sheldon Cohen', 'Lynn G. Underwood', 'Benjamin H. Gottlieb']"
In the Days of the Dinosaurs,['Riley Black']
Detectives on Everest: The 2001 Mallory & Irvine Research Expedition,"['Jochen Hemmleb', 'Eric R. Simonson', 'Dave Hahn']"
A tree grows in Brooklyn: A novel (Armed Services edition),['Molly Guptill Manning']
Shadows on the Grass,"['Isak Dinesen', 'Karen Blixen']"
Short Story Masterpieces,"['Robert Penn Warren', 'Albert Erskine']"
ghost cadet,['Elaine Marie Alphin']
The life of Charles Dickens,['Claire Tomalin']
Sackett - The Louis L'amour Collection,"[""Louis L'Amour""]"
How to Make Your Car Handle,['Fred Puhn']
Journey into Narnia,['E. J. Kirk']
Organic Chemistry I as a Second Language: Translating the Basic Concepts,['David R. Klein']
The Big Picture,['Sean Carroll']
Jig How,['Campbell Armstrong']
Selling 'em by the Sack: White Castle and the Creation of American Food,['David G. Hogan']
Roast Chicken and Other Stories: A Recipe Book,"['Simon Hopkinson', 'Lindsey Bareham']"
Nexus (The rosy crucifixion),['Henry Miller']
The Essential Guide to Planets and Moons (Star Wars),['Daniel Wallace']
MY SECRET LOVE #1 (Sweet Dreams Special),['Janet Quin-Harkin']
Fog Magic,['Julia Lina Sauer']
Appleby at Allington,['Michael Innes']
A certain slant of light,['Laura Whitcomb']
Mary Poppins Comes Back,['Pamela Lyndon Travers']
Yitzchak,['It︠s︡khak Zilʹber']
Visions,['Michio Kaku']
Luchow's German Cookbook.,['Jan Mitchell']
The Merchant and the Thief: A Folktale of Godly Wisdom,"['Ravi K. Zacharias', 'Lad Odell']"
Peddling Prosperity: Economic Sense and Nonsense in an Age of Diminished Expectations,['Paul R. Krugman']
Due South: Dispatches from Down Home,['R. Scott Brunner']
Voices in the Garden,['Dirk Bogarde']
The depth of God (Religious experience series ; v. 10),['William James']
Sinatra: The Life,"['Anthony Summers', 'Robbyn Swan']"
Hawaii The Big Island Revealed; The Ultimate Guidebook,"['Andrew Doughty', 'Harriett Friedman']"
Using Corpora in Discourse Analysis (Continuum Discourse),['Paul Baker']
Isaac Newton: una vida (Spanish Edition),['Richard S. Westfall']
The Tale of Beatrix Potter,['Beatrix Potter']
Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus that Caused It,['Gina Kolata']
The Black Ship,['Dudley Pope']
Pure Dead Magic,['Debi Gliori']
TWILIGHT FOR THE GODS,['Steven Hyden']
Fabulous New Orleans,['Lyle Saxon']
Parseghian and Notre Dame Football,['Jim Dent']
Labor/Birthing from the Inside Out,"['Pam England', 'Rob Horowitz']"
The Sporting Club,['Thomas McGuane']
Story of Writing,['Jon Franklin']
Residential Framing: A Homebuilder's Construction Guide,['William Perkins Spence']
Knitter's Handy Book Of Sweater Patterns,['Ann Budd']
Extending the Table: A World Community Cookbook,['Joetta Handrich Schlabach']
Missing Eden,['K.E. Ganshert']
Innocent,['Innocent']
The Ignatian Workout: Daily Exercises for a Healthy Faith,['Tim Muldoon']
BLACK EVENING,['David Morrell']
Grouse and Lesser Gods,['Ted Lundrigan']
Pronunciation Games (Cambridge Copy Collection),['Mark Hancock']
2201 Fascinating Facts: 2 Vols. in One,['Nancy S. Hill']
"The Beast Master (Hosteen Storm/Beast Master, Bk. 1)",['Andre Norton']
Gardner's Art Through the Ages,['Fred S. Kleiner']
Survivors,['Jane Harper']
My Dream of Martin Luther King,['Faith Ringgold']
A Wounded Tigress: India Through the Eys of,['Mridula Mitra Vyas']
The Torturer's Apprentice - Stories,['John Biguenet']
Maui Revealed: The Ultimate Guidebook (2000 Edition),"['Andrew Doughty', 'Harriett Friedman']"
The Sexual Healing Journey - a Guide for Survivors of Sexual Abuse,['Wendy Maltz']
Don't Shoot the Dog,['Karen Pryor']
A Separate Peace,['John Knowles']
Biblical Meditations for the Easter Season,['Carroll Stuhlmueller']
Left Behind: The Kids: Collection 3: Volumes 13-18,"['Tim LaHaye', 'Tim F. LaHaye', 'Jerry B. Jenkins']"
What Child is This?,['Caroline B. Cooney']
Shattered Souls,['Mary Lindsey']
Top secret,"['Elle Kennedy', 'Sarina Bowen']"
We Have Always Lived In The Castle,['Shirley Jackson']
The Adventures of Richard Hannay. 5 volume boxed set; The Thirty Nine Steps + Greenmantle + The Three Hostages + The Island of Sheep + Mr Standfast,['John Buchan']
"The Cox-2 Connection: Natural Breakthrough Treatments for Arthritis, Alzheimer's, and Cancer",['James B. LaValle']
